     湛江 北海 凭祥 澳门 香港 深圳 南宁 肇庆 广州 汕头 个旧 畹町 柳州 厦门 韶关  昆明    龙岩 桂林 大理 郴州 赣州 福州  都匀    三明 攀枝花 六盘水 贵阳 衡阳 怀化 萍乡 遵义 西昌 温州 长沙 鹰潭 椒江 南昌 宜宾 常德 金华 日喀则 景德镇 岳阳 重庆 拉萨  九江    黄山 宁波 黄石 杭州 沙市 安庆 武汉  成都    宜昌 上海 芜湖 绵阳 无锡 合肥 襄樊 南京 信阳 扬州 十堰  蚌埠    南阳 汉中 徐州 西安 宝鸡 天水 连云港 洛阳 郑州 开封 运城 济宁 兰州  青岛    临汾 安阳 长治 格尔木  延安     西宁 邯郸 济南 潍坊 和田 荣成 德令哈 烟台 太原 青铜峡  石家庄    榆林 银川 保定 大连 张掖 天津 喀什 唐山 北京 秦皇岛 丹东 大同   敦煌    玉门 包头 营口 张家口 呼和浩特 承德  锦州    鞍山 阿克苏 沈阳  通化    哈密 图们 四平 二连浩特  乌鲁木齐    长春 锡林浩特 牡丹江 鸡西 白城 哈尔滨 塔城 佳木斯 齐齐哈尔 同江 阿勒泰 海拉尔 满洲里  黑河   
秦皇岛 2253.3863 2280.1631 2325.5369 2054.0491 2025.2961 2004.1856 2177.6203 1994.6745 1962.0732 1865.124 2404.2223 2676.6602 1979.1919 1724.9619 1773.1646 2290.1164 1670.959 1854.123 2404.0086 1690.3853 1627.8568 1542.6197 1888.2225 1532.0403 2221.6606 2016.7073 1902.7775 1589.7506 1634.6917 1468.2537 1788.6443 2080.3112 1332.6952 1438.2739 1319.394 1264.5024 1298.0451 1848.5559 1411.4284 1207.66 3031.6598 1206.8768 1316.0357 1656.063 2826.7539 1183.8077 1142.2493 1135.8572 1159.4391 1078.9652 1260.8043 1071.3982 1145.1104 1743.2703 1274.0481 983.149 961.0291 1640.2188 941.8291 927.7577 1108.4481 879.2087 997.3989 839.7461 1131.5337 805.2082 997.797 1357.2851 669.5345 1130.4317 1257.3395 1362.5227 594.767 865.5876 782.2742 738.1078 933.4247 569.0656 1445.3874 435.7384 826.7724 624.8071 703.0855 2184.7633 957.361 1595.8021 574.7603 425.0364 361.2254 3437.9541 397.4936 1947.16 319.0915 651.8259 1186.8525 487.9395 869.7818 1162.0179 375.05 207.1844 1645.3864 226.5395 3693.3471 126.1434 272.0818 0.0 405.6678 536.7037 2116.3869 1912.8998 831.1751 238.1325 409.6062 672.1242 178.5351 182.6609 314.6701 3298.1408 379.0147 569.169 2191.3994 916.7657 533.9199 755.5442 2665.6312 640.3656 530.1372 970.8068 1103.3413 684.594 861.6562 3027.0445 1152.6199 893.9644 1341.2381 2648.2879 1030.8997 1088.2794 1302.8587
丹东 2469.2373 2514.2484 2592.5158 2227.2483 2188.4228 2170.6598 2431.4434 2191.8038 2146.464 1986.9895 2715.7018 3027.0036 2231.9066 1822.5177 1964.598 2615.2955 1795.4838 2104.4066 2751.8521 1900.8485 1802.3298 1618.489 2182.0906 1649.7608 2567.4259 2339.7963 2209.738 1818.9953 1911.2642 1681.3747 2102.9454 2432.4923 1377.1394 1675.7304 1466.5259 1287.9108 1479.3904 2192.062 1679.8822 1288.1456 3430.6947 1360.8921 1563.9813 1992.2247 3223.8574 1373.7282 1267.4605 1154.7494 1379.028 1147.6583 1537.0954 1243.2163 1386.808 2106.8997 1570.8155 1009.4579 1100.3255 2007.453 1014.1497 1112.5778 1412.4998 1014.1464 1268.7738 955.3335 1462.938 1003.4804 1311.8626 1726.2678 898.7331 1501.6207 1637.9042 1750.8325 752.8918 1209.8988 1113.0587 1058.4704 1298.9556 852.5659 1846.3229 558.8855 1204.177 974.0359 1069.5008 2590.4311 1350.1609 2000.1183 934.475 732.9196 582.4525 3837.8824 354.1785 2352.7585 378.773 1047.7902 1591.9314 877.9419 1273.6344 1567.6169 774.3036 265.3955 2049.9455 622.0773 4084.5739 529.3636 677.587 405.6678 0.0 941.0352 2515.565 2312.4395 1231.6781 194.53 806.2965 1070.6971 551.4511 299.0527 169.2112 3686.2466 204.9775 233.7949 2577.464 563.2514 352.5106 1103.8532 3044.567 432.1467 810.9136 666.053 799.2172 637.102 668.6824 3386.6476 895.8691 818.095 1070.8187 2998.5145 1086.9889 1199.9885 1166.3501
大同  2110.1721 2105.858 2093.3275 1988.4169 1976.6474 1951.7932 1974.6 1895.4118 1884.874 1887.2645 2088.59 2279.2113 1788.3646 1791.4667 1698.2816 1951.5404 1704.6931 1675.2434 2016.8819 1591.5251 1591.8227 1654.1213 1627.2526 1588.4399 1843.2911 1691.9318 1615.5242 1468.2973 1423.8377 1386.5302 1492.7942 1692.186 1506.06 1318.154 1359.0219 1470.8163 1289.1169 1487.6786 1237.4206 1353.3796 2523.3964 1252.9972 1192.1837 1321.1697 2324.3578 1178.9898 1239.7758 1364.6584 1109.9389 1259.7302 1090.5195 1115.1399 1059.1745 1340.0448 1059.8776 1228.9839 1075.1099 1232.1579 1144.6594 984.0109 903.6217 1019.1516 884.6694 1015.0543 858.0646 875.8595 791.4066 959.7042 741.7767 745.7617 831.7485 906.0492 802.8872 611.7839 593.3777 593.8657 596.691 594.3395 941.147 763.1057 470.2228 452.7361 431.7497 1652.1016 510.8309 1074.7773 398.5804 506.2659 633.2228 2902.7629 860.937 1413.2462 763.9317 254.1621 664.0129 249.748 365.7087 633.4823 229.0749 724.5852 1108.9326 351.8609 3165.8038 419.5268 265.707 536.7037 941.0352 0.0 1582.3926 1378.7675 300.128 759.8641 154.9286 156.0127 405.6035 670.6198 825.7439 2774.4457 871.6764 1077.0387 1673.2469 1411.4779 979.7501 411.3474 2155.0295 1076.2814 486.1791 1428.7895 1552.4735 991.0099 1248.4761 2540.9992 1559.6138 1173.6765 1747.9909 2178.6923 1134.9396 1106.0068 1583.4583
 敦煌    2571.114 2485.0107 2309.4504 2672.7054 2701.9792 2675.7873 2317.3953 2530.3463 2573.4285 2782.1027 2029.1795 1813.9795 2234.0578 2791.9963 2452.1128 1861.5161 2668.8537 2197.7089 1698.5875 2332.9911 2460.4259 2762.4281 1948.4255 2623.8662 1642.8431 1775.4498 1863.0105 2211.9621 1984.4223 2245.3441 1781.1725 1530.2682 2738.0437 2133.0135 2437.151 2753.1002 2315.7083 1560.293 1983.8482 2584.0083 1318.0411 2377.0914 2063.0755 1597.4728 1211.384 2256.2237 2439.1996 2694.5572 2149.4726 2556.7337 1930.9576 2286.7356 2066.6017 1355.1953 1832.3079 2603.5533 2347.7777 1319.6307 2493.6077 2223.4324 1806.2684 2338.1839 1952.0853 2370.741 1665.0586 2176.2326 1778.6081 1352.6745 2103.0547 1416.8222 1283.8966 1156.0579 2248.0416 1683.8463 1773.7161 1828.4681 1545.8621 1992.2629 921.1299 2287.1616 1539.5253 1779.4244 1668.8095 415.4512 1350.0457 733.4192 1772.2226 1989.9407 2161.0461 1322.3846 2429.1223 386.8695 2331.8142 1563.6528 1012.8015 1725.4135 1313.7775 1011.4112 1786.1233 2306.8277 514.364 1929.213 1593.752 2001.8693 1847.796 2116.3869 2515.565 1582.3926 0.0 203.6289 1285.2118 2326.553 1709.406 1445.1199 1965.1209 2228.2131 2382.9644 1218.8042 2413.9598 2619.2342 311.977 2922.845 2476.5063 1480.1889 711.0221 2552.3041 1813.8521 2892.9267 2995.0286 2362.247 2649.4443 1193.4984 2944.1225 2466.348 3111.8527 1002.7119 2210.6419 2064.6463 2781.4818
玉门 2461.2376 2382.415 2221.5532 2541.0052 2566.6431 2540.119 2214.6252 2400.8884 2439.3894 2631.5649 1967.8133 1805.0487 2117.2572 2631.9171 2309.1588 1797.6698 2510.3279 2071.5675 1661.0557 2188.5659 2306.9574 2592.6834 1835.7324 2458.5203 1584.3101 1684.0845 1755.3234 2064.3239 1847.3407 2088.2142 1664.8323 1459.244 2558.1207 1976.8848 2265.6264 2569.4808 2146.2078 1458.1447 1829.2541 2402.7433 1432.7156 2201.1623 1900.3241 1472.4025 1301.3116 2081.8025 2258.6106 2507.0393 1975.766 2370.4743 1766.7194 2106.0754 1893.3993 1245.2991 1670.106 2412.3748 2161.1413 1196.637 2303.364 2037.4165 1633.0575 2148.5202 1771.9942 2179.1246 1493.0975 1985.9669 1598.6933 1196.5313 1908.7136 1240.7108 1115.3584 994.406 2050.6061 1495.7716 1582.786 1636.1934 1358.9222 1795.1252 756.2672 2086.0504 1346.2029 1582.3866 1472.8255 469.3638 1157.7317 579.662 1573.4537 1789.4153 1959.4674 1525.4499 2226.116 325.8171 2128.7712 1362.9019 818.1038 1523.4303 1113.5327 813.5153 1582.8708 2103.1993 328.1655 1725.6774 1795.2359 1798.2504 1644.1871 1912.8998 2312.4395 1378.7675 203.6289 0.0 1081.734 2123.7657 1506.1955 1241.8512 1762.2687 2025.7758 2180.7142 1416.0337 2212.5485 2418.1212 406.5208 2724.2538 2277.8047 1285.0212 871.2357 2355.1005 1617.9925 2697.6278 2801.6361 2170.4321 2457.57 1339.8222 2754.9187 2280.5582 2925.0478 1100.1065 2036.7501 1896.375 2605.8117
包头 2156.7613 2133.9309 2085.1052 2082.0416 2079.617 2053.5346 1988.62 1973.5722 1975.4785 2028.3588 2022.6268 2145.5239 1816.3261 1955.9775 1796.8004 1871.9209 1857.0955 1715.0561 1896.8915 1681.5177 1714.8686 1842.2927 1615.5301 1755.3277 1734.9155 1631.1471 1585.6915 1551.6689 1455.7051 1496.0529 1462.2891 1580.0778 1723.0969 1410.896 1528.5544 1700.6131 1440.518 1406.4183 1304.2759 1565.8611 2281.6751 1431.0212 1291.5327 1269.8275 2090.6973 1339.2702 1439.3786 1605.1893 1254.3371 1488.4434 1171.4704 1300.8294 1189.6996 1228.4252 1116.3428 1479.2483 1290.4132 1121.7233 1385.4957 1184.5484 983.2335 1246.8982 1019.5566 1254.2394 897.0311 1091.2371 885.7594 880.3776 971.8765 707.2537 737.055 766.6868 1064.9832 709.7934 736.3587 760.7808 634.4214 830.369 731.9613 1050.1614 528.8443 643.566 572.2661 1378.222 453.6103 831.281 605.9918 773.1926 919.8422 2606.9428 1159.9927 1137.449 1062.759 388.147 436.6733 496.012 263.6879 392.3337 519.8642 1023.6058 824.5815 651.6941 2865.992 717.8425 563.5991 831.1751 1231.6781 300.128 1285.2118 1081.734 0.0 1045.0738 425.7658 162.1402 683.9974 949.8312 1105.6192 2474.3192 1143.7664 1350.445 1373.755 1673.2658 1230.9889 374.2317 1856.8247 1319.7383 629.4039 1671.902 1788.7933 1188.3454 1464.5034 2250.206 1775.0686 1346.5468 1959.0834 1895.7544 1227.2258 1155.4734 1736.5068
营口 2431.0931 2466.3241 2526.2716 2210.6426 2176.791 2157.2575 2372.3395 2162.6851 2123.7894 1994.9357 2622.8767 2908.3037 2172.8917 1841.2639 1937.4863 2513.5414 1801.0212 2046.3484 2634.7775 1863.4927 1783.054 1646.0597 2099.1612 1657.5838 2451.6785 2239.0335 2118.9155 1771.2538 1837.6874 1641.421 2007.3407 2312.0588 1417.0433 1622.8087 1458.4034 1336.4079 1454.3014 2077.4934 1609.9464 1310.1292 3267.9807 1348.2909 1504.7106 1882.3234 3063.7701 1343.293 1267.8044 1203.3989 1333.3935 1173.1196 1461.9883 1220.3734 1329.5902 1977.7166 1484.1201 1052.0176 1091.2826 1875.4167 1035.3826 1081.3478 1320.7028 1005.5413 1194.4588 954.688 1354.7194 963.5589 1213.5386 1592.6118 840.968 1365.9763 1494.7395 1600.6361 725.3665 1092.288 1003.2994 954.4458 1167.1808 765.7842 1681.3066 536.5783 1063.1701 851.7424 936.3335 2411.9375 1195.4587 1828.5299 805.1113 630.2444 515.0676 3648.9151 389.8062 2173.08 363.4111 889.8115 1418.4275 725.8136 1103.9804 1391.3803 612.8934 202.9816 1866.8183 464.5007 3891.9943 363.9129 501.8107 238.1325 194.53 759.8641 2326.553 2123.7657 1045.0738 0.0 619.3809 883.3126 361.539 104.8554 79.8065 3493.0441 153.7094 331.2245 2384.1205 679.4566 328.2517 909.5214 2850.3219 432.3451 622.0356 742.4503 876.3424 552.5925 667.7623 3192.493 940.3763 754.8301 1126.0823 2805.0488 969.6882 1063.1234 1141.6863
张家口 2210.1306 2212.9167 2212.9415 2068.9075 2052.7863 2028.7028 2087.394 1983.5716 1967.5161 1944.3431 2224.4819 2428.117 1897.3717 1835.7308 1778.8132 2091.0431 1756.9933 1780.7309 2164.0481 1677.0402 1661.3588 1684.494 1750.5442 1633.3092 1988.8577 1828.1113 1744.138 1558.1176 1534.5559 1465.337 1622.4155 1838.8144 1516.9358 1405.7645 1405.2645 1471.5691 1347.3229 1629.3703 1337.2583 1369.8784 2676.3816 1295.5734 1278.8023 1457.3416 2478.1573 1233.9846 1267.7925 1357.1412 1175.4808 1264.4094 1187.0962 1155.3523 1133.2795 1487.8233 1166.7687 1213.9307 1094.517 1380.2448 1140.3907 1016.9969 1005.0326 1029.5215 961.2127 1015.1337 975.5587 900.7211 890.1499 1104.735 759.2627 886.2893 980.4173 1059.0169 784.5626 716.7122 678.6579 665.8237 723.2205 614.2931 1095.5985 708.1697 597.3903 521.1325 530.9989 1796.8825 659.8931 1226.2821 461.3751 497.2901 583.7903 3031.6448 768.9807 1557.0252 674.851 380.1212 816.0371 305.3307 520.5928 783.413 216.8181 609.7267 1248.1539 271.4622 3283.8055 306.8209 161.1186 409.6062 806.2965 154.9286 1709.406 1506.1955 425.7658 619.3809 0.0 264.4032 258.9576 525.378 681.2146 2888.5807 723.0558 929.3379 1782.2199 1260.1209 825.8521 400.57 2258.0846 921.6991 364.9621 1274.3946 1397.7014 839.6664 1094.1581 2627.9097 1405.1095 1026.3495 1593.6782 2255.6533 1012.5487 1000.9645 1438.9119
呼和浩特 2180.1616 2167.0735 2136.8654 2079.6041 2071.9406 2046.4833 2028.6909 1979.3941 1974.4375 1998.6762 2102.783 2257.2205 1848.5675 1912.2072 1790.8048 1958.1815 1820.3262 1740.6704 2001.9344 1679.8431 1694.7423 1783.7568 1667.457 1709.6277 1834.2054 1707.5272 1646.6133 1553.0901 1484.3049 1482.6968 1522.9501 1680.5579 1645.8251 1406.4439 1480.5467 1614.7538 1402.9077 1491.6549 1313.3009 1491.226 2435.1525 1377.5176 1282.7044 1339.711 2241.5346 1295.9597 1372.5962 1511.7515 1219.8141 1402.907 1171.8565 1242.1056 1162.6821 1327.0241 1129.4559 1378.6657 1213.1236 1219.0681 1291.4378 1116.1237 982.4668 1161.3344 988.6126 1160.9958 916.8658 1013.011 875.6728 960.4485 883.5252 763.9226 822.5779 874.1786 954.8925 694.4021 696.8176 708.2095 649.3262 737.1887 870.1627 919.1176 528.5873 574.9521 529.5432 1539.1064 511.622 983.1136 526.936 658.534 789.2116 2767.2914 1012.9273 1298.5243 916.363 337.352 579.0453 391.2705 331.7875 539.8166 385.0322 867.8698 986.5675 503.4981 3021.977 562.0454 408.3509 672.1242 1070.6971 156.0127 1445.1199 1241.8512 162.1402 883.3126 264.4032 0.0 522.0375 787.7251 943.4984 2628.3 981.8211 1188.4973 1524.1928 1512.7453 1071.7718 311.7997 2003.8082 1162.1979 494.9844 1514.948 1633.5827 1042.6041 1314.1583 2385.9766 1625.5202 1209.5998 1811.1325 2022.7452 1121.4068 1068.5434 1608.2342
承德 2302.5738 2319.4145 2345.4176 2125.872 2101.952 2079.5686 2206.6176 2055.8032 2029.6781 1960.7942 2393.9291 2633.4452 2010.8158 1831.5332 1839.7229 2270.2852 1768.0269 1888.6105 2364.4893 1748.7043 1704.4312 1659.2797 1894.911 1633.8196 2185.1666 2000.7408 1900.0889 1639.7901 1656.1672 1528.9292 1781.8241 2038.9819 1462.679 1486.5433 1413.4765 1401.6927 1377.7241 1817.1897 1441.96 1328.8294 2927.346 1300.7569 1360.9708 1633.3122 2726.7737 1262.3917 1249.2679 1276.7225 1224.0315 1206.9985 1289.704 1161.5466 1198.1219 1693.4643 1288.7261 1125.6817 1068.3659 1587.5727 1072.7625 1017.3617 1122.2486 991.4159 1037.541 960.5897 1122.7015 894.3802 1007.5614 1306.3288 751.8843 1081.0337 1193.3268 1285.5578 714.7388 853.9557 787.491 755.026 896.2547 627.5639 1342.3851 582.0201 778.0352 622.2187 675.0695 2055.3522 879.3131 1480.2005 564.3717 483.6698 482.8039 3287.5018 574.0121 1815.6916 490.8775 577.1781 1069.3632 438.5134 763.3106 1039.0157 314.5699 385.0847 1507.0953 216.7224 3533.5598 147.9676 175.6359 178.5351 551.4511 405.6035 1965.1209 1762.2687 683.9974 361.539 258.9576 522.0375 0.0 266.4492 422.267 3136.0223 466.0729 671.6276 2027.6951 1006.7844 582.2538 577.5863 2498.1824 683.2396 365.1637 1032.4043 1159.6428 652.2089 877.0673 2853.2201 1183.1248 855.3641 1373.0236 2472.4585 929.0262 962.9574 1272.098
 锦州    2426.8088 2456.4963 2505.9243 2218.8157 2187.7592 2167.3401 2356.4607 2164.2038 2128.9678 2016.9637 2586.8814 2856.34 2157.6667 1869.5524 1940.9684 2472.4721 1822.6282 2032.1099 2584.2307 1861.6523 1791.5192 1679.824 2070.3474 1681.1296 2402.283 2199.2073 2085.3735 1764.0446 1815.3461 1639.2813 1971.305 2260.0771 1458.3817 1613.4702 1474.8271 1382.5246 1461.6063 2029.7097 1590.8761 1343.3504 3187.9865 1363.1956 1492.4815 1838.0299 2985.636 1348.5556 1290.2854 1250.689 1330.2607 1209.3764 1440.809 1230.9626 1319.8799 1921.0722 1455.8761 1097.9832 1110.7738 1817.2418 1071.1578 1088.9765 1290.521 1026.4531 1175.9974 980.5565 1314.0736 968.0908 1180.2265 1534.3598 837.566 1307.4625 1430.5774 1531.3348 741.9555 1047.7711 964.9339 920.4691 1112.5509 746.4075 1601.5217 563.1243 1003.0254 807.1308 882.9743 2321.6431 1124.6875 1743.7922 756.3256 604.3123 517.044 3550.3622 452.475 2082.0789 405.7097 818.7874 1333.0322 661.3809 1022.5418 1303.9627 542.8785 246.9389 1773.4343 402.0824 3790.308 298.6287 420.7659 182.6609 299.0527 670.6198 2228.2131 2025.7758 949.8312 104.8554 525.378 787.7251 266.4492 0.0 155.8527 3390.7523 205.0416 407.1416 2281.7495 748.4375 351.3673 804.8089 2746.7623 457.7608 519.1596 791.7424 923.3722 521.2636 680.2537 3087.7038 969.9663 729.5736 1158.6503 2700.1979 908.3656 989.2717 1131.4907
鞍山 2505.787 2542.3725 2604.3412 2281.642 2246.822 2227.6182 2449.6671 2235.8494 2195.8344 2060.6799 2702.5503 2987.6699 2250.1451 1904.2844 2010.1742 2593.3465 1867.1279 2123.4492 2714.25 1937.7737 1854.2332 1706.5853 2178.3659 1723.0041 2531.2259 2318.8299 2198.4853 1846.9528 1916.1895 1715.9233 2087.0431 2391.3904 1473.8072 1699.0744 1527.0321 1390.4864 1526.1779 2157.1206 1688.0419 1371.5291 3339.9861 1417.6554 1581.6481 1962.0854 3136.6467 1415.9469 1334.2894 1257.1056 1408.4121 1233.2853 1540.4498 1291.4798 1406.1336 2056.4703 1563.3777 1107.0599 1159.3801 1953.9261 1096.2289 1153.671 1400.155 1073.3004 1272.6685 1020.5341 1434.5241 1037.0555 1293.1981 1671.0576 916.7784 1444.3218 1572.0085 1676.5829 795.7931 1171.9809 1083.1055 1034.1789 1246.0357 844.5057 1753.2345 604.5463 1141.1058 931.3756 1015.2487 2477.2393 1270.8036 1897.7692 884.4336 709.7278 590.8122 3704.9093 440.2497 2237.7721 426.96 964.8718 1487.1813 802.5456 1174.8894 1458.7857 687.9052 271.4046 1929.2869 541.1567 3942.0044 439.4123 572.2357 314.6701 169.2112 825.7439 2382.9644 2180.7142 1105.6192 79.8065 681.2146 943.4984 422.267 155.8527 0.0 3541.5581 76.9641 255.4584 2432.5982 602.1244 255.042 948.7179 2894.8654 356.8228 646.3389 662.6439 796.5446 501.6664 594.5401 3228.7686 862.192 697.8298 1047.2959 2838.2904 935.8522 1040.1905 1075.3247
阿克苏 3586.6592 3479.727 3262.6895 3754.0069 3793.4949 3768.8313 3319.6602 3608.3665 3663.9261 3915.4653 2908.3992 2517.5514 3283.3823 3950.1396 3570.3347 2763.4211 3824.4302 3275.5869 2525.9987 3457.5189 3606.0252 3943.578 2997.5418 3796.1939 2548.2087 2771.9082 2902.0018 3347.1548 3098.3778 3402.9475 2848.3757 2486.4569 3939.5973 3290.0059 3624.2552 3960.702 3499.6339 2602.2478 3139.897 3788.3316 1536.1847 3573.0282 3235.6446 2695.8662 1613.0225 3450.1118 3642.9083 3907.6367 3342.7709 3768.4511 3108.2856 3491.1222 3259.5962 2431.2593 3006.9709 3820.4204 3560.3295 2427.9629 3709.7668 3435.4796 3001.4085 3553.9606 3157.049 3588.0652 2859.4985 3392.6831 2984.208 2525.5118 3321.734 2619.8368 2478.0525 2342.7465 3466.3584 2899.1312 2991.019 3046.4823 2760.471 3210.7045 2117.9453 3500.0571 2758.0714 2997.8865 2887.5538 1375.0537 2568.3703 1924.4206 2989.4871 3204.483 3372.5241 452.4294 3631.9553 1528.6788 3534.4965 2777.949 2231.5998 2935.8902 2529.1842 2229.2739 2988.093 3496.1676 1732.5863 3125.6745 408.3485 3190.3276 3036.4214 3298.1408 3686.2466 2774.4457 1218.8042 1416.0337 2474.3192 3493.0441 2888.5807 2628.3 3136.0223 3390.7523 3541.5581 0.0 3562.446 3762.2292 1109.0135 4037.6116 3598.4326 2600.6231 671.2356 3660.5414 2928.0594 3980.2696 4065.7722 3434.8634 3715.7219 657.484 3985.0801 3496.6899 4132.3006 969.6678 3180.5194 3011.8099 3738.4863
沈阳 2582.687 2619.0175 2679.9581 2358.4205 2323.4432 2304.2984 2525.7928 2312.8111 2272.7354 2136.2199 2775.244 3055.4282 2326.3094 1978.9079 2087.121 2664.6792 1942.8018 2199.6905 2782.5134 2014.7066 1931.0469 1780.2761 2252.5264 1798.4853 2599.8838 2390.4599 2271.6602 1923.6777 1991.3903 1792.8355 2159.6029 2459.076 1545.9498 1775.6419 1603.4105 1461.4079 1603.0763 2226.2777 1763.633 1445.6803 3391.9607 1494.1979 1657.957 2032.3294 3190.1076 1492.8978 1410.1574 1327.9472 1485.2557 1307.0157 1615.6954 1368.3074 1482.5982 2122.2366 1637.4481 1178.6702 1235.691 2019.0196 1170.3041 1230.611 1473.7595 1149.5522 1348.1575 1096.3117 1505.6387 1114.0155 1366.064 1736.0768 993.4424 1509.1842 1634.2643 1736.0924 872.5865 1241.8085 1154.5803 1106.6716 1312.4266 919.4655 1805.808 681.0177 1205.1828 1000.9505 1081.9938 2519.6438 1329.5473 1946.1538 952.6482 783.3501 667.4529 3734.6682 511.533 2279.5064 502.687 1023.5822 1535.3053 864.6076 1226.6434 1505.0564 747.296 348.2478 1968.3467 603.943 3964.4749 500.9429 625.6004 379.0147 204.9775 871.6764 2413.9598 2212.5485 1143.7664 153.7094 723.0558 981.8211 466.0729 205.0416 76.9641 3562.446 0.0 206.6789 2454.1457 543.4452 178.3621 963.5244 2911.5817 279.9102 648.8002 592.436 725.645 437.5551 517.643 3236.209 786.667 628.2803 972.5149 2842.7723 882.5015 995.4072 1000.2327
 通化    2702.8273 2747.0912 2822.4072 2460.6187 2421.3969 2403.8018 2662.6776 2425.5983 2380.1621 2217.2338 2937.3159 3235.0581 2463.0578 2050.5662 2198.392 2832.8332 2026.4135 2335.654 2960.8606 2134.3639 2035.9683 1844.5829 2407.0719 1880.4803 2777.1898 2557.6436 2431.8381 2051.5729 2138.879 1914.6355 2322.966 2639.1581 1600.1176 1907.5082 1699.616 1508.1535 1713.1843 2402.3368 1908.2176 1516.7072 3594.76 1594.3821 1794.5583 2205.0636 3391.8128 1607.394 1499.9141 1375.7613 1611.5116 1375.9078 1763.8294 1477.0094 1617.5433 2307.1039 1793.791 1233.6388 1333.8144 2205.3629 1243.9248 1346.0595 1633.2271 1247.6948 1495.2464 1188.4337 1676.0583 1236.0973 1529.5773 1922.7238 1128.2178 1696.2961 1825.9097 1931.6357 986.1104 1417.1291 1324.5779 1272.7857 1496.556 1073.4204 2008.0979 791.863 1394.0189 1177.6858 1265.6879 2726.1203 1526.0926 2150.8614 1133.1842 946.2512 807.4557 3939.2982 587.1451 2486.0548 610.9431 1220.2196 1740.0635 1057.0162 1429.3866 1710.5209 943.2335 482.7023 2175.0255 795.6618 4165.2258 694.5166 826.9698 569.169 233.7949 1077.0387 2619.2342 2418.1212 1350.445 331.2245 929.3379 1188.4973 671.6276 407.1416 255.4584 3762.2292 206.6789 0.0 2654.7904 348.8705 206.5398 1161.6762 3108.4763 237.8556 839.1126 433.4826 567.3559 499.189 455.0608 3424.0601 662.7114 645.0735 837.0464 3027.6035 961.3361 1097.7814 955.3084
哈密 2861.7955 2779.8385 2611.0425 2947.14 2973.0768 2946.5672 2612.0066 2806.7074 2845.7248 3036.7643 2338.3935 2124.2934 2520.0176 3033.8507 2715.551 2170.0702 2913.0404 2476.6992 2010.4187 2594.8637 2711.5655 2988.6932 2236.8784 2857.7769 1952.238 2075.0193 2154.4288 2470.2821 2253.7811 2491.8169 2067.0669 1836.6204 2943.7707 2380.9296 2660.6884 2949.7998 2543.0802 1854.3559 2233.8942 2786.9387 1561.2519 2592.2352 2301.754 1876.8928 1480.0867 2474.6436 2644.0774 2880.6714 2369.5182 2746.8669 2167.6013 2491.8643 2287.8017 1644.5191 2072.1632 2778.3043 2537.5252 1600.2416 2671.8912 2415.3491 2028.175 2518.9275 2159.5921 2544.8611 1889.6734 2355.7359 1987.1902 1601.5299 2268.335 1634.8674 1515.6359 1398.2453 2398.611 1872.6865 1953.2953 2003.1583 1738.7831 2145.9571 1159.9199 2414.1945 1712.8071 1935.2649 1830.4144 721.9809 1528.7655 986.1021 1919.1947 2123.7721 2284.9065 1318.1415 2533.7473 687.7192 2436.4981 1700.2973 1188.4163 1849.555 1457.6756 1174.1878 1891.9991 2391.2013 725.3504 2025.1075 1510.4452 2085.834 1932.4967 2191.3994 2577.464 1673.2469 311.977 406.5208 1373.755 2384.1205 1782.2199 1524.1928 2027.6951 2281.7495 2432.5982 1109.0135 2454.1457 2654.7904 0.0 2936.5596 2494.589 1493.9485 489.4958 2560.295 1823.8253 2887.5454 2979.4199 2345.0913 2629.6563 938.484 2910.6812 2424.249 3067.9433 699.876 2134.2843 1975.4684 2703.9412
图们 3015.1306 3065.8895 3151.9816 2757.7539 2714.6997 2698.6937 2988.556 2732.5978 2682.5754 2495.0644 3278.8674 3583.152 2789.3556 2320.1812 2505.2216 3177.3153 2308.5613 2661.7529 3308.7155 2448.6353 2338.212 2108.8131 2745.156 2162.4859 3124.8333 2901.9032 2772.9361 2372.7464 2473.3086 2231.8199 2665.7456 2987.4382 1857.2937 2232.2846 1996.9785 1759.0798 2022.3912 2749.7769 2241.5214 1792.8165 3934.1207 1896.3895 2123.1497 2551.6339 3733.0407 1921.0549 1793.9512 1630.9136 1933.9726 1652.5699 2099.7456 1787.3804 1945.9435 2655.9553 2134.0506 1499.9474 1637.49 2554.229 1527.9244 1663.0656 1975.3589 1552.7673 1831.6245 1489.7078 2022.344 1559.0244 1873.6465 2271.5734 1460.1708 2045.1074 2174.0542 2278.3578 1307.0432 1764.9604 1671.2185 1618.3553 1845.4198 1415.2319 2348.6105 1115.449 1742.606 1525.9795 1614.5551 3051.4841 1872.1857 2486.1088 1481.9363 1291.8459 1145.6962 4236.569 897.7386 2810.6641 938.8318 1566.1628 2075.4586 1404.6699 1769.3653 2043.5337 1289.3983 825.0867 2495.7361 1143.2778 4443.6464 1041.3917 1169.0275 916.7657 563.2514 1411.4779 2922.845 2724.2538 1673.2658 679.4566 1260.1209 1512.7453 1006.7844 748.4375 602.1244 4037.6116 543.4452 348.8705 2936.5596 0.0 446.4547 1446.822 3375.3418 377.2075 1113.8496 176.5063 274.3388 629.9645 410.0825 3662.4353 427.5762 672.4509 559.635 3259.5525 1041.5686 1205.8844 828.4468
